"Item Location","Name","Simulate","Simulation Signal","Location Type","Read Access","Write Access","Starting Address","Bit Field","Bit Number","Bit Count","Modbus Type","Data Length","Vector","Number of elements","Manual","Manual Value","Use conversion","Conversion","Message Prefix","Generate Alarms","Limit Alarm Def.","Digital Alarm Def.","EU Units","Description","Close Label","Open Label","Default Display","Foreground Color","Background Color","Blink","BMP File","Sound File","HTML File","AVI File","Monitor","Associated","Associated type","Association","&Device	Ctrl+D","Master Tag","Code Number","Number of a Code"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Uca","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Pa","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Pb","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Pc","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Qa","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Qb","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Qc","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Sa","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Sb","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Sc","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_f","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_cosa","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_cosb","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_cosc","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Phase_Shift_Ua","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Phase_Shift_Ub","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Phase_Shift_Uc","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Mean_Ia","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Mean_Ib","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Mean_Ic","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_P","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_Q","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell33_PM130_S","No","","Coil (bit, r/w)","Yes","No","1319","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Ia","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Ib","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Ic","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Ua","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Ub","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Uc","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Uab","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Ubc","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Uca","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Pa","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Pb","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Pc","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Qa","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Qb","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Qc","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Sa","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Sb","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Sc","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_f","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_cosa","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_cosb","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_cosc","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Phase_Shift_Ua","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Phase_Shift_Ub","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Phase_Shift_Uc","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Mean_Ia","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Mean_Ib","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Mean_Ic","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_P","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_Q","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell34_PM130_S","No","","Coil (bit, r/w)","Yes","No","1321","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Ia","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Ib","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Ic","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Ua","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Ub","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Uc","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Uab","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Ubc","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Uca","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Pa","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Pb","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Pc","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Qa","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Qb","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Qc","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Sa","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Sb","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Sc","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_f","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_cosa","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_cosb","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_cosc","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Phase_Shift_Ua","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Phase_Shift_Ub","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Phase_Shift_Uc","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Mean_Ia","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Mean_Ib","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Mean_Ic","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_P","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
"\\Address Space\OPC_SERVER\Virtual_Box\UVL_ZRU6_ZRU6","ZRU6_ZRU6_UVL_Cell35_PM130_Q","No","","Coil (bit, r/w)","Yes","No","1323","No","0","1","BOOL","10","No","20","No","","No","None (to/from float)","","No","","","","","","","","0","0","No","","","","","Yes","No","1","","","No","No","0"
